scene,frame,style,method,cosine_sim
scene_103,00000035,watercolor,destylized_controlnet,0.515137
scene_103,00000035,oil_painting,stylized,0.523926
scene_103,00000035,oil_painting,destylized_controlnet,0.548828
scene_103,00000035,impressionism,stylized,0.647949
scene_103,00000035,impressionism,destylized_controlnet,0.427246
scene_103,00000035,engraving,stylized,0.475098
scene_103,00000035,engraving,destylized_controlnet,0.380859
scene_103,00000040,watercolor,stylized,0.383789
scene_103,00000040,watercolor,destylized_controlnet,0.365967
scene_103,00000040,oil_painting,stylized,0.664062
scene_103,00000040,oil_painting,destylized_controlnet,0.604004
scene_103,00000040,impressionism,stylized,0.363037
scene_103,00000040,impressionism,destylized_controlnet,0.3396
scene_103,00000040,engraving,stylized,0.65918
scene_103,00000040,engraving,destylized_controlnet,0.601074
scene_103,00000045,watercolor,stylized,0.572266
scene_103,00000045,watercolor,destylized_controlnet,0.512695
scene_103,00000045,oil_painting,stylized,0.880859
scene_103,00000045,oil_painting,destylized_controlnet,0.828613
scene_103,00000045,impressionism,stylized,0.516113
scene_103,00000045,impressionism,destylized_controlnet,0.438232
scene_103,00000045,engraving,stylized,0.367188
scene_103,00000045,engraving,destylized_controlnet,0.345215
scene_103,00000050,watercolor,stylized,0.749512
scene_103,00000050,watercolor,destylized_controlnet,0.602051
scene_103,00000050,oil_painting,stylized,0.588867
scene_103,00000050,oil_painting,destylized_controlnet,0.449463
scene_103,00000050,impressionism,stylized,0.58252
scene_103,00000050,impressionism,destylized_controlnet,0.305176
scene_103,00000050,engraving,stylized,0.343262
scene_103,00000050,engraving,destylized_controlnet,0.413818
scene_103,00000055,watercolor,stylized,0.790039
scene_103,00000055,watercolor,destylized_controlnet,0.586426
scene_103,00000055,oil_painting,stylized,0.916504
scene_103,00000055,oil_painting,destylized_controlnet,0.856934
scene_103,00000055,impressionism,stylized,0.472412
scene_103,00000055,impressionism,destylized_controlnet,0.467285
scene_103,00000055,engraving,stylized,0.568848
scene_103,00000055,engraving,destylized_controlnet,0.466309
scene_104,00000000,watercolor,stylized,0.67334
scene_104,00000000,watercolor,destylized_controlnet,0.697754
scene_104,00000000,oil_painting,stylized,0.87207
scene_104,00000000,oil_painting,destylized_controlnet,0.529785
scene_104,00000000,impressionism,stylized,0.541992
scene_104,00000000,impressionism,destylized_controlnet,0.594238
scene_104,00000000,engraving,stylized,0.708984
scene_104,00000000,engraving,destylized_controlnet,0.621582
scene_104,00000005,watercolor,stylized,0.652344
scene_104,00000005,watercolor,destylized_controlnet,0.441895
scene_104,00000005,oil_painting,stylized,0.835449
scene_104,00000005,oil_painting,destylized_controlnet,0.720703
scene_104,00000005,impressionism,stylized,0.623535
scene_104,00000005,impressionism,destylized_controlnet,0.418945
scene_104,00000005,engraving,stylized,0.769531
scene_104,00000005,engraving,destylized_controlnet,0.742188
scene_104,00000010,watercolor,stylized,0.751953
scene_104,00000010,watercolor,destylized_controlnet,0.711426
scene_104,00000010,oil_painting,stylized,0.904785
scene_104,00000010,oil_painting,destylized_controlnet,0.783691
scene_104,00000010,impressionism,stylized,0.611328
scene_104,00000010,impressionism,destylized_controlnet,0.527344
scene_104,00000010,engraving,stylized,0.850098
scene_104,00000010,engraving,destylized_controlnet,0.856934
scene_104,00000015,watercolor,stylized,0.703125
scene_104,00000015,watercolor,destylized_controlnet,0.595703
scene_104,00000015,oil_painting,stylized,0.877441
scene_104,00000015,oil_painting,destylized_controlnet,0.707031
scene_104,00000015,impressionism,stylized,0.584473
scene_104,00000015,impressionism,destylized_controlnet,0.462891
scene_104,00000015,engraving,stylized,0.78418
scene_104,00000015,engraving,destylized_controlnet,0.711914
scene_104,00000020,watercolor,stylized,0.695801
scene_104,00000020,watercolor,destylized_controlnet,0.604492
scene_104,00000020,oil_painting,stylized,0.867188
scene_104,00000020,oil_painting,destylized_controlnet,0.651855
scene_104,00000020,impressionism,stylized,0.525879
scene_104,00000020,impressionism,destylized_controlnet,0.342285
scene_104,00000020,engraving,stylized,0.815918
scene_104,00000020,engraving,destylized_controlnet,0.639648
scene_104,00000025,watercolor,stylized,0.630859
scene_104,00000025,watercolor,destylized_controlnet,0.605469
scene_104,00000025,oil_painting,stylized,0.82666
scene_104,00000025,oil_painting,destylized_controlnet,0.755371
scene_104,00000025,impressionism,stylized,0.57666
scene_104,00000025,impressionism,destylized_controlnet,0.545898
scene_104,00000025,engraving,stylized,0.734375
scene_104,00000025,engraving,destylized_controlnet,0.741699
scene_104,00000030,watercolor,stylized,0.52832
scene_104,00000030,watercolor,destylized_controlnet,0.571777
scene_104,00000030,oil_painting,stylized,0.807617
scene_104,00000030,oil_painting,destylized_controlnet,0.764648
scene_104,00000030,impressionism,stylized,0.453613
scene_104,00000030,impressionism,destylized_controlnet,0.36792
scene_104,00000030,engraving,stylized,0.680176
scene_104,00000030,engraving,destylized_controlnet,0.59082
scene_104,00000035,watercolor,stylized,0.601562
scene_104,00000035,watercolor,destylized_controlnet,0.407227
scene_104,00000035,oil_painting,stylized,0.814453
scene_104,00000035,oil_painting,destylized_controlnet,0.535156
scene_104,00000035,impressionism,stylized,0.487793
scene_104,00000035,impressionism,destylized_controlnet,0.383057
scene_104,00000035,engraving,stylized,0.52832
scene_104,00000035,engraving,destylized_controlnet,0.511719
scene_104,00000040,watercolor,stylized,0.757812
scene_104,00000040,watercolor,destylized_controlnet,0.658691
scene_104,00000040,oil_painting,stylized,0.905762
scene_104,00000040,oil_painting,destylized_controlnet,0.737793
scene_104,00000040,impressionism,stylized,0.617188
scene_104,00000040,impressionism,destylized_controlnet,0.589844
scene_104,00000040,engraving,stylized,0.793457
scene_104,00000040,engraving,destylized_controlnet,0.666016
scene_104,00000045,watercolor,stylized,0.763184
scene_104,00000045,watercolor,destylized_controlnet,0.688965
scene_104,00000045,oil_painting,stylized,0.875488
scene_104,00000045,oil_painting,destylized_controlnet,0.768555
scene_104,00000045,impressionism,stylized,0.669434
scene_104,00000045,impressionism,destylized_controlnet,0.45166
scene_104,00000045,engraving,stylized,0.827148
scene_104,00000045,engraving,destylized_controlnet,0.762695
scene_104,00000050,watercolor,stylized,0.56543
scene_104,00000050,watercolor,destylized_controlnet,0.487549
scene_104,00000050,oil_painting,stylized,0.877441
scene_104,00000050,oil_painting,destylized_controlnet,0.791016
scene_104,00000050,impressionism,stylized,0.341797
scene_104,00000050,impressionism,destylized_controlnet,0.330811
scene_104,00000050,engraving,stylized,0.744629
scene_104,00000050,engraving,destylized_controlnet,0.691895
scene_104,00000055,watercolor,stylized,0.70166
scene_104,00000055,watercolor,destylized_controlnet,0.591309
scene_104,00000055,oil_painting,stylized,0.829102
scene_104,00000055,oil_painting,destylized_controlnet,0.672363
scene_104,00000055,impressionism,stylized,0.641602
scene_104,00000055,impressionism,destylized_controlnet,0.459717
scene_104,00000055,engraving,stylized,0.679688
scene_104,00000055,engraving,destylized_controlnet,0.744629
scene_104,00000060,watercolor,stylized,0.667969
scene_104,00000060,watercolor,destylized_controlnet,0.617188
scene_104,00000060,oil_painting,stylized,0.875977
scene_104,00000060,oil_painting,destylized_controlnet,0.805176
scene_104,00000060,impressionism,stylized,0.424072
scene_104,00000060,impressionism,destylized_controlnet,0.311279
scene_104,00000060,engraving,stylized,0.728027
scene_104,00000060,engraving,destylized_controlnet,0.706055
scene_104,00000065,watercolor,stylized,0.724609
scene_104,00000065,watercolor,destylized_controlnet,0.665527
scene_104,00000065,oil_painting,stylized,0.853027
scene_104,00000065,oil_painting,destylized_controlnet,0.793945
scene_104,00000065,impressionism,stylized,0.607422
scene_104,00000065,impressionism,destylized_controlnet,0.612305
scene_104,00000065,engraving,stylized,0.749023
scene_104,00000065,engraving,destylized_controlnet,0.720703
scene_104,00000070,watercolor,stylized,0.586426
scene_104,00000070,watercolor,destylized_controlnet,0.622559
scene_104,00000070,oil_painting,stylized,0.853516
scene_104,00000070,oil_painting,destylized_controlnet,0.753906
scene_104,00000070,impressionism,stylized,0.71582
scene_104,00000070,impressionism,destylized_controlnet,0.539551
scene_104,00000070,engraving,stylized,0.836426
scene_104,00000070,engraving,destylized_controlnet,0.837402
scene_104,00000075,watercolor,stylized,0.702148
scene_104,00000075,watercolor,destylized_controlnet,0.625
scene_104,00000075,oil_painting,stylized,0.847656
scene_104,00000075,oil_painting,destylized_controlnet,0.727051
scene_104,00000075,impressionism,stylized,0.404541
scene_104,00000075,impressionism,destylized_controlnet,0.403076
scene_104,00000075,engraving,stylized,0.651855
scene_104,00000075,engraving,destylized_controlnet,0.570801
scene_104,00000080,watercolor,stylized,0.579102
scene_104,00000080,watercolor,destylized_controlnet,0.535156
scene_104,00000080,oil_painting,stylized,0.828613
scene_104,00000080,oil_painting,destylized_controlnet,0.746094
scene_104,00000080,impressionism,stylized,0.555664
scene_104,00000080,impressionism,destylized_controlnet,0.379395
scene_104,00000080,engraving,stylized,0.631348
scene_104,00000080,engraving,destylized_controlnet,0.488525
scene_104,00000085,watercolor,stylized,0.798828
scene_104,00000085,watercolor,destylized_controlnet,0.719238
scene_104,00000085,oil_painting,stylized,0.851074
scene_104,00000085,oil_painting,destylized_controlnet,0.808594
scene_104,00000085,impressionism,stylized,0.767578
scene_104,00000085,impressionism,destylized_controlnet,0.677246
scene_104,00000085,engraving,stylized,0.757812
scene_104,00000085,engraving,destylized_controlnet,0.776367
scene_104,00000090,watercolor,stylized,0.716309
scene_104,00000090,watercolor,destylized_controlnet,0.694824
scene_104,00000090,oil_painting,stylized,0.91748
scene_104,00000090,oil_painting,destylized_controlnet,0.773926
scene_104,00000090,impressionism,stylized,0.604004
scene_104,00000090,impressionism,destylized_controlnet,0.423828
scene_104,00000090,engraving,stylized,0.726562
scene_104,00000090,engraving,destylized_controlnet,0.681641
scene_104,00000095,watercolor,stylized,0.763672
scene_104,00000095,watercolor,destylized_controlnet,0.746094
scene_104,00000095,oil_painting,stylized,0.814453
scene_104,00000095,oil_painting,destylized_controlnet,0.694824
scene_104,00000095,impressionism,stylized,0.401367
scene_104,00000095,impressionism,destylized_controlnet,0.408447
scene_104,00000095,engraving,stylized,0.513184
scene_104,00000095,engraving,destylized_controlnet,0.483398
scene_105,00000000,watercolor,stylized,0.453857
scene_105,00000000,watercolor,destylized_controlnet,0.347168
scene_105,00000000,oil_painting,stylized,0.831055
scene_105,00000000,oil_painting,destylized_controlnet,0.34082
scene_105,00000000,impressionism,stylized,0.424072
scene_105,00000000,impressionism,destylized_controlnet,0.289795
scene_105,00000000,engraving,stylized,0.390869
scene_105,00000000,engraving,destylized_controlnet,0.263428
scene_105,00000005,watercolor,stylized,0.657227
scene_105,00000005,watercolor,destylized_controlnet,0.431152
scene_105,00000005,oil_painting,stylized,0.910645
scene_105,00000005,oil_painting,destylized_controlnet,0.536133
scene_105,00000005,impressionism,stylized,0.385742
scene_105,00000005,impressionism,destylized_controlnet,0.163818
scene_105,00000005,engraving,stylized,0.332031
scene_105,00000005,engraving,destylized_controlnet,0.219971
scene_105,00000010,watercolor,stylized,0.144897
scene_105,00000010,watercolor,destylized_controlnet,0.114685
scene_105,00000010,oil_painting,stylized,0.936035
scene_105,00000010,oil_painting,destylized_controlnet,0.844727
scene_105,00000010,impressionism,stylized,0.163574
scene_105,00000010,impressionism,destylized_controlnet,0.114624
scene_105,00000010,engraving,stylized,0.560059
scene_105,00000010,engraving,destylized_controlnet,0.30127
scene_105,00000015,watercolor,stylized,0.620117
scene_105,00000015,watercolor,destylized_controlnet,0.570801
scene_105,00000015,oil_painting,stylized,0.828613
scene_105,00000015,oil_painting,destylized_controlnet,0.752441
scene_105,00000015,impressionism,stylized,0.636719
scene_105,00000015,impressionism,destylized_controlnet,0.299805
scene_105,00000015,engraving,stylized,0.540527
scene_105,00000015,engraving,destylized_controlnet,0.503418
scene_105,00000020,watercolor,stylized,0.674805
scene_105,00000020,watercolor,destylized_controlnet,0.466553
scene_105,00000020,oil_painting,stylized,0.862305
scene_105,00000020,oil_painting,destylized_controlnet,0.599609
scene_105,00000020,impressionism,stylized,0.680176
scene_105,00000020,impressionism,destylized_controlnet,0.482178
scene_105,00000020,engraving,stylized,0.348389
scene_105,00000020,engraving,destylized_controlnet,0.387207
scene_105,00000025,watercolor,stylized,0.231445
scene_105,00000025,watercolor,destylized_controlnet,0.141357
scene_105,00000025,oil_painting,stylized,0.772461
scene_105,00000025,oil_painting,destylized_controlnet,0.69043
scene_105,00000025,impressionism,stylized,0.116882
scene_105,00000025,impressionism,destylized_controlnet,0.204346
scene_105,00000025,engraving,stylized,0.181641
scene_105,00000025,engraving,destylized_controlnet,0.163086
scene_105,00000030,watercolor,stylized,0.43335
scene_105,00000030,watercolor,destylized_controlnet,0.589844
scene_105,00000030,oil_painting,stylized,0.851562
scene_105,00000030,oil_painting,destylized_controlnet,0.544922
scene_105,00000030,impressionism,stylized,0.503418
scene_105,00000030,impressionism,destylized_controlnet,0.344971
scene_105,00000030,engraving,stylized,0.545898
scene_105,00000030,engraving,destylized_controlnet,0.516113
scene_106,00000000,watercolor,stylized,0.73291
scene_106,00000000,oil_painting,stylized,0.862305
scene_106,00000000,impressionism,stylized,0.73877
scene_106,00000000,engraving,stylized,0.519531
scene_106,00000005,watercolor,stylized,0.734863
